,carat,cut,color,clarity,depth,table,price,x,y,z
35614,0.3,0,5,4,61.6,56.0,473,4.31,4.36,2.67
35615,0.3,1,5,4,61.7,59.0,473,4.26,4.3,2.64
35616,0.3,2,4,5,62.7,59.0,473,4.22,4.27,2.66
35617,0.34,0,3,6,62.7,57.0,473,4.48,4.51,2.82
35618,0.37,3,5,5,64.0,56.0,473,4.58,4.45,2.89
35619,0.3,3,5,4,63.5,57.0,473,4.24,4.29,2.71
35620,0.36,2,3,7,61.9,56.0,473,4.55,4.59,2.83
35621,0.3,1,5,4,61.6,60.0,473,4.27,4.3,2.64
35622,0.3,2,4,5,62.9,59.0,473,4.26,4.3,2.69
35623,0.3,2,4,5,63.0,59.0,473,4.25,4.29,2.69
35624,0.3,1,5,4,60.5,60.0,473,4.3,4.33,2.61
35625,0.3,2,5,4,62.9,59.0,473,4.22,4.3,2.68
35626,0.3,3,4,5,63.5,58.0,473,4.24,4.27,2.7
35627,0.3,3,5,4,63.7,58.0,473,4.23,4.25,2.7
35628,0.3,1,4,5,62.2,59.0,473,4.28,4.31,2.67
35629,0.3,2,4,5,62.6,58.0,473,4.22,4.28,2.66
35630,0.3,2,5,4,62.0,58.0,473,4.25,4.3,2.65
35632,0.3,3,5,4,63.4,54.0,473,4.29,4.32,2.73
35634,0.35,0,4,7,60.3,55.0,474,4.61,4.65,2.79
35635,0.26,0,4,6,60.5,58.0,474,4.16,4.17,2.52
35636,0.36,2,4,7,61.2,55.0,475,4.59,4.62,2.81
35637,0.24,2,0,6,63.1,55.0,475,3.95,4.01,2.51
35638,0.3,0,4,6,62.6,53.1,475,4.27,4.3,2.69
35639,0.3,0,4,6,62.5,53.9,475,4.29,4.32,2.69
35640,0.31,1,3,3,60.0,62.0,907,4.44,4.4,2.65
35641,0.31,0,3,3,61.9,55.0,907,4.36,4.33,2.69
35642,0.31,0,3,3,62.4,56.0,907,4.36,4.33,2.71
35643,0.31,0,3,3,61.7,54.0,907,4.38,4.34,2.69
35644,0.31,0,3,3,61.4,56.0,907,4.38,4.35,2.68
35645,0.31,1,3,3,62.2,59.0,907,4.36,4.32,2.7
35646,0.31,0,3,3,62.7,57.0,907,4.34,4.31,2.71
35647,0.31,0,3,3,62.4,56.0,907,4.35,4.31,2.7
35648,0.31,0,3,3,61.8,56.0,907,4.36,4.31,2.68
35649,0.31,1,3,3,61.8,58.0,907,4.36,4.32,2.68
35650,0.31,0,3,3,62.1,56.0,907,4.35,4.32,2.69
35651,0.31,1,3,3,61.5,58.0,907,4.34,4.31,2.66
35652,0.31,0,3,3,62.7,57.0,907,4.33,4.31,2.71
35653,0.31,2,3,3,63.1,57.0,907,4.32,4.3,2.72
35654,0.31,0,3,3,62.1,56.0,907,4.33,4.27,2.67
35655,0.31,1,3,3,62.9,58.0,907,4.3,4.28,2.7
35656,0.31,2,3,3,63.3,57.0,907,4.31,4.28,2.72
35657,0.31,0,3,3,62.6,57.0,907,4.33,4.29,2.7
35658,0.31,2,3,3,63.2,58.0,907,4.32,4.26,2.71
35659,0.31,1,3,3,62.9,58.0,907,4.31,4.27,2.7
35660,0.31,3,3,3,63.8,56.0,907,4.28,4.24,2.72
35661,0.31,2,3,3,63.4,59.0,907,4.29,4.26,2.71
35663,0.41,1,2,7,60.3,58.0,907,4.86,4.82,2.92
35664,0.32,0,0,5,59.8,57.0,907,4.51,4.46,2.68
35665,0.31,0,4,2,61.8,57.0,907,4.35,4.32,2.68
35666,0.41,2,3,4,61.6,59.0,908,4.74,4.8,2.94
35667,0.42,0,1,5,61.6,57.0,908,4.79,4.82,2.96
35668,0.35,2,2,2,62.3,56.0,909,4.53,4.57,2.83
35669,0.4,2,2,4,63.4,54.0,909,4.68,4.72,2.98
35670,0.4,2,1,4,63.3,55.0,909,4.66,4.69,2.96
35671,0.4,3,3,5,62.8,54.4,909,4.67,4.7,2.94
35672,0.37,0,3,3,62.0,56.0,909,4.62,4.64,2.87
35673,0.4,0,0,5,62.2,55.0,909,4.72,4.74,2.94
35674,0.41,0,2,6,60.5,56.0,909,4.81,4.84,2.92
35675,0.42,2,0,5,63.8,54.0,910,4.74,4.79,3.04
35676,0.42,2,0,5,63.2,58.0,910,4.77,4.79,3.02
35677,0.42,2,0,5,60.7,60.0,910,4.79,4.83,2.92
35678,0.41,2,1,5,63.3,56.0,910,4.71,4.74,2.99
35679,0.42,2,2,4,60.9,58.0,910,4.84,4.88,2.96
35680,0.42,0,4,3,61.1,56.0,910,4.8,4.85,2.95
35681,0.32,0,0,2,61.8,56.0,910,4.37,4.4,2.71
35682,0.32,1,0,2,62.0,60.0,910,4.37,4.4,2.72
35683,0.41,3,1,5,63.1,64.0,910,4.63,4.66,2.93
35684,0.35,0,0,3,61.0,57.0,910,4.54,4.58,2.78
35685,0.35,0,3,1,61.3,56.0,910,4.51,4.53,2.77
35686,0.3,1,0,5,62.6,61.0,911,4.25,4.22,2.65
35687,0.3,1,0,5,62.0,59.0,911,4.27,4.22,2.63
35688,0.39,0,4,3,61.9,54.0,911,4.7,4.73,2.92
35689,0.46,0,5,4,62.3,56.0,911,4.93,4.96,3.08
35690,0.39,0,1,5,61.3,56.0,911,4.71,4.75,2.9
35691,0.44,0,4,6,61.6,56.0,911,4.87,4.93,3.02
35692,0.3,0,1,4,61.5,56.0,911,4.37,4.31,2.67
35693,0.3,0,0,5,61.3,57.0,911,4.36,4.32,2.66
35694,0.3,1,0,5,60.5,58.0,911,4.38,4.35,2.64
35695,0.3,0,1,4,61.7,57.0,911,4.31,4.28,2.65
35696,0.3,1,1,4,61.8,58.0,911,4.33,4.31,2.67
35697,0.3,0,1,4,60.7,57.0,911,4.36,4.31,2.63
35698,0.3,1,1,4,61.3,59.0,911,4.33,4.28,2.64
35699,0.3,0,1,4,60.8,57.0,911,4.36,4.33,2.64
35700,0.3,1,0,5,62.5,59.0,911,4.28,4.23,2.66
35701,0.3,1,1,4,61.9,60.0,911,4.3,4.26,2.65
35702,0.3,0,0,5,62.4,56.0,911,4.32,4.27,2.68
35703,0.3,0,0,5,61.4,54.0,911,4.34,4.33,2.66
35704,0.3,1,0,5,60.4,59.0,911,4.35,4.33,2.62
35705,0.3,0,0,5,62.0,56.0,911,4.35,4.33,2.69
35706,0.3,0,0,5,61.0,55.0,911,4.36,4.33,2.65
35707,0.3,0,0,5,61.7,55.0,911,4.36,4.33,2.68
35708,0.3,1,0,5,60.7,60.0,911,4.37,4.33,2.64
35709,0.3,0,0,5,60.8,57.0,911,4.38,4.33,2.65
35710,0.3,0,0,5,60.9,57.0,911,4.35,4.32,2.64
35711,0.3,1,0,5,60.9,58.0,911,4.35,4.32,2.64
35712,0.3,1,0,5,60.6,58.0,911,4.36,4.32,2.63
35713,0.3,0,0,5,61.1,56.0,911,4.36,4.32,2.65
35714,0.3,0,0,5,61.8,55.0,911,4.36,4.32,2.68
35715,0.3,0,0,5,60.8,57.0,911,4.34,4.31,2.63
35716,0.3,0,0,5,62.0,55.0,911,4.34,4.31,2.68
35717,0.3,1,0,5,61.0,58.0,911,4.34,4.32,2.64
35718,0.3,0,0,5,61.4,55.0,911,4.34,4.32,2.66
35719,0.3,1,0,5,60.4,59.0,911,4.35,4.32,2.62
35720,0.3,0,0,5,61.6,57.0,911,4.33,4.3,2.66
35721,0.3,0,0,5,62.3,54.0,911,4.33,4.3,2.69
35722,0.3,0,0,5,61.8,55.0,911,4.34,4.3,2.67
35723,0.3,0,0,5,61.5,55.0,911,4.35,4.3,2.66
35724,0.3,1,0,5,61.0,60.0,911,4.33,4.29,2.63
35725,0.3,0,0,5,61.9,57.0,911,4.33,4.29,2.67
35726,0.3,0,0,5,62.2,55.0,911,4.33,4.29,2.68
35727,0.3,0,0,5,62.3,54.0,911,4.34,4.29,2.69
35728,0.3,0,0,5,62.5,55.0,911,4.31,4.3,2.69
35729,0.3,1,0,5,61.7,58.0,911,4.32,4.3,2.66
35730,0.3,1,0,5,62.3,58.0,911,4.32,4.29,2.68
35731,0.3,0,0,5,62.5,54.0,911,4.32,4.29,2.69
35732,0.3,0,0,5,62.8,57.0,911,4.31,4.29,2.7
35733,0.3,1,0,5,62.0,58.0,911,4.32,4.29,2.67
35734,0.3,0,0,5,62.3,56.0,911,4.32,4.29,2.68
35735,0.3,1,0,5,60.6,59.0,911,4.36,4.28,2.62
35736,0.3,0,0,5,62.2,54.0,911,4.31,4.28,2.67
35737,0.3,0,0,5,62.6,56.0,911,4.31,4.28,2.69
35738,0.3,1,0,5,61.9,58.0,911,4.32,4.28,2.66
35739,0.3,1,0,5,61.1,59.0,911,4.31,4.26,2.62
35740,0.3,1,0,5,62.9,61.0,911,4.29,4.27,2.69
35741,0.3,0,0,5,62.3,56.0,911,4.3,4.27,2.67
35742,0.3,1,0,5,62.2,60.0,911,4.3,4.28,2.67
35743,0.3,1,0,5,60.3,60.0,911,4.31,4.28,2.59
35744,0.3,0,0,5,62.5,57.0,911,4.29,4.25,2.67
35745,0.3,0,0,5,62.8,57.0,911,4.29,4.25,2.68
35746,0.3,1,0,5,62.2,58.0,911,4.3,4.25,2.66
35747,0.3,1,0,5,62.8,59.0,911,4.28,4.26,2.68
35748,0.3,1,0,5,62.5,58.0,911,4.29,4.26,2.67
35749,0.3,1,0,5,62.9,59.0,911,4.27,4.22,2.67
35750,0.3,1,0,5,62.9,58.0,911,4.26,4.23,2.67
35751,0.3,0,0,5,62.9,56.0,911,4.28,4.24,2.68
35752,0.3,1,0,5,61.7,59.0,911,4.28,4.25,2.63
35754,0.3,0,1,5,61.4,59.0,911,4.3,4.27,2.63
35755,0.39,2,3,2,62.3,59.0,912,4.63,4.68,2.9
35756,0.33,2,2,2,62.0,56.0,912,4.43,4.46,2.75
35757,0.33,2,2,2,61.1,58.0,912,4.42,4.46,2.71
35758,0.41,2,0,5,62.1,53.0,912,4.78,4.82,2.98
35759,0.44,0,5,3,60.8,56.0,912,4.9,4.93,2.99
35760,0.4,1,1,5,61.9,59.0,912,4.72,4.75,2.93
35761,0.4,2,1,5,62.2,56.0,912,4.72,4.74,2.94
35762,0.4,2,1,5,62.2,58.0,912,4.67,4.72,2.92
35763,0.4,1,1,5,62.5,58.0,912,4.65,4.73,2.93
35764,0.4,2,1,5,62.0,57.0,912,4.66,4.7,2.9
35765,0.4,0,1,5,62.3,56.0,912,4.72,4.75,2.95
35766,0.4,1,1,5,60.7,60.0,912,4.7,4.75,2.87
35767,0.4,0,1,5,62.6,57.0,912,4.7,4.73,2.95
35768,0.4,0,1,5,61.1,56.0,912,4.75,4.77,2.91
35769,0.4,1,1,5,59.3,59.0,912,4.77,4.81,2.84
35770,0.4,2,1,5,62.9,55.0,912,4.72,4.73,2.97
35771,0.4,2,1,5,61.2,60.0,912,4.79,4.68,2.9
35772,0.4,0,1,5,62.4,55.0,912,4.71,4.74,2.95
35773,0.4,1,1,5,62.2,59.0,912,4.71,4.74,2.94
35774,0.5,3,6,6,63.2,55.0,912,5.03,5.07,3.19
35776,0.4,0,1,5,62.4,56.0,912,4.71,4.74,2.95
35777,0.4,2,1,5,62.9,55.0,912,4.73,4.74,2.98
35778,0.32,0,2,2,62.1,54.0,912,4.41,4.42,2.74
35779,0.32,0,2,2,61.8,55.0,912,4.39,4.41,2.72
35780,0.32,0,2,2,60.3,57.0,912,4.42,4.44,2.67
35781,0.32,0,2,2,61.4,56.0,912,4.4,4.43,2.71
35782,0.32,0,2,2,61.0,56.0,912,4.42,4.43,2.7
35783,0.32,0,2,2,61.5,56.0,912,4.41,4.43,2.72
35784,0.3,0,0,2,61.6,56.0,912,4.33,4.37,2.68
35785,0.32,0,0,5,61.9,55.0,912,4.43,4.45,2.75
35786,0.32,0,0,5,62.0,54.0,912,4.39,4.42,2.73
35787,0.36,0,4,1,61.6,56.0,912,4.56,4.59,2.82
35790,0.4,0,4,2,62.1,57.0,913,4.68,4.72,2.92
35791,0.34,0,3,2,61.8,56.0,913,4.48,4.51,2.78
35792,0.32,0,2,2,62.6,56.0,913,4.37,4.41,2.75
35793,0.39,0,2,4,61.7,56.0,913,4.68,4.72,2.9
35794,0.31,0,0,4,60.1,57.0,913,4.39,4.4,2.64
35796,0.34,0,4,1,61.9,55.0,913,4.5,4.55,2.8
35797,0.34,0,2,3,61.8,56.0,914,4.49,4.47,2.77
35798,0.39,2,1,4,62.5,58.0,914,4.67,4.7,2.93
35799,0.31,2,2,1,61.2,55.0,914,4.37,4.39,2.68
35800,0.31,2,2,1,61.4,55.0,914,4.39,4.41,2.7
35801,0.31,2,2,1,61.9,54.0,914,4.36,4.39,2.71
35802,0.31,1,2,1,61.9,58.0,914,4.36,4.39,2.71
35803,0.39,0,1,4,60.8,56.0,914,4.74,4.77,2.89
35804,0.34,0,0,4,60.3,57.0,914,4.52,4.55,2.73
35805,0.31,0,2,1,61.2,56.0,914,4.37,4.39,2.68
35806,0.31,0,2,1,61.3,57.0,914,4.34,4.37,2.67
35807,0.31,0,2,1,61.9,54.0,914,4.35,4.38,2.7
35808,0.31,0,2,1,62.1,54.0,914,4.33,4.37,2.7
35809,0.31,0,2,1,61.2,57.0,914,4.35,4.38,2.67
35810,0.31,0,2,1,61.1,57.0,914,4.37,4.4,2.68
35811,0.31,0,2,1,62.2,55.0,914,4.35,4.37,2.71
35812,0.31,0,2,1,62.0,54.0,914,4.38,4.4,2.72
35813,0.31,0,2,1,62.3,54.0,914,4.33,4.37,2.71
35814,0.31,0,2,1,61.3,55.0,914,4.38,4.43,2.7
35815,0.31,0,2,1,62.1,54.0,914,4.38,4.41,2.73
35816,0.31,0,2,1,62.3,54.0,914,4.37,4.39,2.73
35817,0.31,0,2,1,62.3,53.0,914,4.35,4.38,2.72
35818,0.31,0,2,1,62.1,55.0,914,4.32,4.38,2.7
35819,0.31,0,2,1,61.0,56.0,914,4.39,4.43,2.69
35820,0.31,0,2,1,62.1,54.0,914,4.36,4.4,2.72
35821,0.31,0,2,1,62.0,55.0,914,4.36,4.38,2.71
35822,0.31,0,2,1,60.9,56.0,914,4.37,4.4,2.67
35823,0.31,0,2,1,62.2,54.0,914,4.37,4.41,2.73
35825,0.42,0,5,6,61.0,56.0,914,4.86,4.83,2.96
35826,0.3,1,0,4,61.2,59.0,914,4.34,4.29,2.64
35827,0.41,2,4,5,60.0,57.0,915,4.92,4.88,2.94
35829,0.41,3,2,2,63.9,56.0,915,4.71,4.74,3.02
35830,0.4,0,3,3,61.1,57.0,915,4.72,4.78,2.9
35831,0.5,0,6,5,62.5,53.0,915,5.09,5.12,3.19
35832,0.44,0,3,4,61.9,54.0,915,4.89,4.93,3.04
35833,0.38,0,2,4,60.4,56.0,915,4.7,4.74,2.85
35834,0.32,0,2,1,61.9,55.0,915,4.38,4.44,2.73
35835,0.42,2,3,6,61.7,55.0,916,4.78,4.81,2.96
35836,0.43,0,5,2,61.1,57.0,916,4.86,4.9,2.98
35837,0.3,0,1,2,62.0,57.0,916,4.27,4.31,2.66
35838,0.35,0,1,2,61.3,56.0,916,4.52,4.55,2.78
35839,0.38,0,2,4,62.5,53.8,916,4.62,4.65,2.89
35840,0.4,0,2,6,59.8,57.0,916,4.82,4.85,2.89
35841,0.32,2,1,2,60.4,57.0,917,4.42,4.46,2.68
35842,0.34,2,3,1,59.4,56.0,917,4.59,4.63,2.74
35843,0.4,1,3,3,61.3,59.0,917,4.74,4.78,2.92
35844,0.4,0,3,3,62.4,57.0,917,4.7,4.73,2.94
35845,0.4,0,3,3,62.6,53.0,917,4.72,4.77,2.97
35846,0.37,0,3,3,61.9,54.0,917,4.63,4.67,2.88
35847,0.31,0,2,3,61.6,55.0,917,4.35,4.38,2.69
35848,0.31,0,2,3,61.5,56.0,917,4.35,4.37,2.68
35849,0.33,0,1,3,61.9,57.0,917,4.44,4.47,2.75
35850,0.33,0,1,3,61.6,55.0,917,4.43,4.47,2.74
35851,0.33,0,1,2,61.9,54.0,917,4.43,4.45,2.75
35852,0.32,0,1,2,60.5,57.0,917,4.44,4.48,2.7
35853,0.32,0,1,2,61.7,55.0,917,4.39,4.43,2.72
35854,0.32,0,1,2,62.3,54.0,917,4.37,4.4,2.73
35855,0.32,0,0,2,62.6,57.0,917,4.34,4.41,2.74
35856,0.4,0,0,5,60.8,59.0,917,4.71,4.76,2.88
35857,0.4,0,0,5,61.9,58.0,917,4.7,4.73,2.92
35858,0.4,0,2,4,61.3,57.0,917,4.74,4.78,2.92
35859,0.4,0,2,4,62.4,53.0,917,4.72,4.76,2.96
35860,0.4,0,2,4,61.6,55.0,917,4.74,4.78,2.93
35861,0.4,0,2,4,61.8,54.0,917,4.75,4.77,2.94
35862,0.43,0,3,6,61.3,55.0,917,4.88,4.9,3.0
35863,0.4,0,5,1,62.4,54.0,917,4.73,4.75,2.96
35865,0.34,3,2,1,59.0,61.0,917,4.59,4.63,2.72
35867,0.46,2,5,5,62.3,57.0,918,4.87,4.92,3.05
35868,0.4,2,0,5,62.8,56.0,918,4.71,4.75,2.97
35869,0.32,2,3,1,62.1,53.0,918,4.4,4.45,2.75
35870,0.34,0,0,3,60.1,57.0,918,4.54,4.58,2.74
35871,0.3,0,1,2,61.1,56.0,918,4.36,4.38,2.67
35872,0.41,1,1,3,61.5,58.0,918,4.75,4.78,2.93
35873,0.41,0,1,3,62.0,55.0,918,4.73,4.79,2.95
35874,0.4,0,0,5,62.8,56.0,918,4.66,4.7,2.94
35875,0.4,0,1,4,60.4,57.0,918,4.76,4.81,2.89
35876,0.48,0,2,7,61.0,57.0,918,5.05,5.08,3.09
35877,0.32,0,3,1,61.6,55.0,918,4.42,4.45,2.73
35878,0.32,0,3,1,61.9,54.0,918,4.4,4.42,2.73
35879,0.32,0,3,1,61.0,56.0,918,4.41,4.44,2.7
35880,0.32,0,3,1,62.1,53.0,918,4.41,4.44,2.75
35881,0.32,0,3,1,61.3,55.0,918,4.43,4.47,2.73
35882,0.32,0,3,1,62.3,53.0,918,4.41,4.45,2.76
35883,0.32,0,3,1,61.0,56.0,918,4.43,4.45,2.71
35884,0.32,0,3,1,61.0,57.0,918,4.41,4.44,2.7
35885,0.32,0,3,1,61.7,56.0,918,4.39,4.42,2.72
35886,0.32,0,3,1,61.2,56.0,918,4.4,4.43,2.7
35887,0.32,0,3,1,61.6,55.0,918,4.4,4.43,2.72
35888,0.32,0,3,1,61.1,57.0,918,4.41,4.43,2.7
35889,0.32,0,3,1,61.4,55.0,918,4.42,4.44,2.72
35890,0.32,0,3,1,61.7,54.0,918,4.39,4.42,2.72
35891,0.32,0,3,1,61.3,56.0,918,4.4,4.44,2.71
35892,0.32,0,3,1,61.0,57.0,918,4.44,4.48,2.72
35893,0.32,0,3,1,61.8,55.0,918,4.42,4.45,2.74
35894,0.32,0,3,1,60.9,57.0,918,4.41,4.46,2.7
35895,0.32,0,3,1,61.7,54.0,918,4.42,4.46,2.74
35896,0.32,0,3,1,62.2,54.0,918,4.42,4.45,2.76
35897,0.32,0,3,1,61.2,55.0,918,4.41,4.44,2.71
35898,0.32,0,3,1,62.1,55.0,918,4.4,4.46,2.75
35899,0.32,0,3,1,61.3,54.0,918,4.41,4.47,2.72
35900,0.32,0,3,1,61.9,55.0,918,4.38,4.44,2.73
35901,0.32,0,3,1,62.0,54.0,918,4.42,4.45,2.75
35902,0.32,0,3,1,61.9,53.0,918,4.42,4.47,2.75
35903,0.32,0,3,1,62.2,53.0,918,4.41,4.43,2.75
35904,0.32,0,3,1,61.5,55.0,918,4.43,4.45,2.73
35905,0.32,0,3,1,61.8,55.0,918,4.41,4.43,2.73
35906,0.38,1,3,5,59.7,62.0,918,4.68,4.66,2.79
35907,0.4,0,2,6,62.6,54.0,918,4.77,4.7,2.96
35908,0.34,0,2,2,61.4,55.0,919,4.52,4.54,2.78
35909,0.4,0,4,5,60.9,56.0,919,4.79,4.83,2.93
35910,0.4,0,5,4,61.9,55.0,919,4.74,4.77,2.94
35911,0.38,0,0,4,61.3,56.0,919,4.68,4.72,2.88
35912,0.39,0,3,6,61.4,55.0,919,4.7,4.74,2.9
35913,0.39,0,2,6,61.3,56.0,919,4.69,4.72,2.88
35915,0.43,1,4,6,59.0,58.0,919,4.96,4.93,2.92
35916,0.43,0,4,6,62.4,56.0,919,4.83,4.81,3.01
35917,0.43,1,4,6,60.2,57.0,919,4.93,4.91,2.96
35918,0.43,0,4,6,62.5,57.0,919,4.84,4.79,3.01
35919,0.43,1,4,6,61.5,58.0,919,4.86,4.8,2.97
35920,0.43,0,4,6,62.3,56.0,919,4.86,4.83,3.02
35921,0.43,0,4,6,61.6,55.0,919,4.9,4.87,3.01
35922,0.43,0,1,7,62.1,56.0,919,4.85,4.84,3.01
35923,0.43,1,1,7,60.8,58.0,919,4.88,4.86,2.96
35924,0.43,1,1,7,61.2,59.0,919,4.89,4.82,2.97
35925,0.43,0,1,7,61.9,57.0,919,4.86,4.83,3.0
35926,0.43,1,1,7,62.7,55.0,919,4.87,4.83,3.04
35927,0.43,1,0,7,62.6,58.0,919,4.82,4.79,3.01
35928,0.43,0,0,7,61.0,57.0,919,4.86,4.81,2.95
35929,0.43,0,0,7,62.6,56.0,919,4.88,4.84,3.04
35930,0.43,1,0,7,60.7,58.0,919,4.91,4.85,2.96
35931,0.43,1,0,7,61.1,58.0,919,4.9,4.86,2.98
35932,0.35,1,1,5,61.9,61.0,919,4.54,4.5,2.8
35933,0.33,2,0,2,62.1,58.0,920,4.39,4.46,2.75
35934,0.37,0,2,3,61.6,57.0,920,4.59,4.63,2.84
35935,0.38,0,1,4,61.4,56.0,920,4.66,4.69,2.87
35936,0.42,1,3,6,62.7,59.0,920,4.75,4.72,2.97
35937,0.41,2,0,6,60.3,63.0,920,4.8,4.78,2.89
35938,0.41,0,0,6,63.0,56.0,920,4.8,4.75,3.01
35939,0.41,2,0,6,63.1,57.0,920,4.73,4.68,2.97
35940,0.3,0,4,6,62.4,52.8,475,4.28,4.33,2.69
35941,0.33,0,3,6,62.2,54.0,475,4.42,4.45,2.76
35942,0.33,0,3,6,61.3,56.0,475,4.45,4.49,2.74
35943,0.3,0,2,6,61.9,56.0,475,4.3,4.32,2.67
35944,0.3,0,2,6,62.4,56.0,475,4.27,4.32,2.68
35945,0.3,0,2,6,60.2,56.0,475,4.36,4.41,2.64
35946,0.3,0,2,6,62.3,54.0,475,4.3,4.34,2.69
35947,0.3,0,2,6,62.4,55.0,475,4.3,4.32,2.69
35948,0.3,0,2,6,61.9,54.0,475,4.33,4.36,2.69
35949,0.3,0,2,6,62.1,55.0,475,4.31,4.35,2.69
35950,0.3,0,2,6,61.4,55.0,475,4.34,4.36,2.67
35951,0.3,0,2,6,61.9,56.0,475,4.29,4.33,2.67
35952,0.3,0,2,6,61.9,57.0,475,4.31,4.35,2.68
35953,0.3,0,2,6,61.4,58.0,475,4.3,4.33,2.65
35954,0.3,0,2,6,62.5,56.0,475,4.28,4.3,2.68
35955,0.3,0,2,6,62.5,57.0,475,4.3,4.31,2.69
35956,0.3,0,2,6,62.3,55.0,475,4.29,4.31,2.68
35958,0.33,2,4,6,63.0,58.0,475,4.4,4.42,2.78
35959,0.33,2,4,6,63.0,57.0,475,4.39,4.41,2.77
35960,0.3,2,0,6,62.6,59.0,476,4.24,4.26,2.66
35961,0.31,0,6,3,60.3,60.0,476,4.4,4.45,2.67
35962,0.28,0,4,4,62.1,55.0,476,4.17,4.21,2.6
35963,0.28,0,4,4,62.2,54.0,476,4.18,4.21,2.61
35967,0.3,0,3,6,61.8,56.0,477,4.34,4.37,2.69
35968,0.3,0,3,6,62.3,58.0,477,4.26,4.28,2.66
35969,0.3,0,3,6,61.0,58.0,477,4.29,4.36,2.64
35970,0.41,0,0,6,63.0,57.0,920,4.7,4.64,2.94
35971,0.4,1,2,6,61.7,62.0,920,4.76,4.71,2.92
35972,0.38,2,0,4,59.5,61.0,921,4.66,4.69,2.78
35973,0.32,2,2,1,61.7,55.0,921,4.4,4.41,2.72
35974,0.42,0,2,4,60.6,56.0,921,4.83,4.87,2.94
35975,0.42,2,2,4,59.8,57.0,921,4.85,4.89,2.91
35976,0.42,2,3,4,62.4,59.0,921,4.78,4.8,2.99
35977,0.35,2,3,2,59.3,61.0,921,4.58,4.62,2.73
35978,0.42,2,4,3,62.4,57.0,921,4.78,4.83,3.0
35979,0.35,0,4,1,61.7,56.0,921,4.53,4.55,2.8
35980,0.42,1,3,4,60.8,59.0,921,4.79,4.85,2.93
35981,0.42,1,3,4,60.9,58.0,921,4.81,4.84,2.94
35982,0.31,0,2,2,62.4,55.0,921,4.32,4.34,2.7
35983,0.39,2,1,5,60.4,56.0,921,4.7,4.73,2.85
35984,0.35,0,4,1,61.9,55.0,921,4.51,4.54,2.8
35985,0.42,0,3,4,61.3,57.0,921,4.78,4.81,2.94
35986,0.42,2,4,3,62.9,56.0,921,4.75,4.79,3.0
35987,0.42,2,4,3,62.4,55.0,921,4.78,4.81,2.99
35988,0.42,0,3,4,62.5,54.0,921,4.79,4.84,3.01
35989,0.42,2,3,4,60.6,58.0,921,4.82,4.95,2.96
35990,0.42,0,3,4,61.9,56.0,921,4.77,4.82,2.97
35991,0.42,0,4,3,62.4,56.0,921,4.78,4.8,2.99
35992,0.42,0,3,4,61.2,54.0,921,4.82,4.86,2.96
35993,0.42,0,3,4,61.8,57.0,921,4.79,4.82,2.97
35994,0.42,0,3,4,61.4,56.0,921,4.82,4.85,2.97
35995,0.35,0,4,1,60.5,56.0,921,4.56,4.59,2.77
35996,0.42,2,3,4,59.4,59.0,921,4.86,4.9,2.9
35997,0.42,1,3,4,62.5,59.0,921,4.72,4.79,2.97
35998,0.42,1,3,4,60.5,59.0,921,4.79,4.83,2.91
35999,0.42,0,3,4,61.8,56.0,921,4.8,4.84,2.98
36000,0.42,0,3,4,62.0,55.0,921,4.78,4.83,2.98
36001,0.42,0,3,4,62.7,54.0,921,4.8,4.83,3.02
36002,0.41,0,0,4,61.6,55.0,921,4.79,4.82,2.96
36003,0.32,0,1,2,61.8,55.0,921,4.4,4.43,2.73
36004,0.37,0,1,4,63.3,54.0,921,4.59,4.63,2.91
36005,0.31,0,2,1,62.2,55.0,921,4.35,4.38,2.71
36006,0.31,0,2,1,62.3,54.0,921,4.33,4.34,2.7
36007,0.31,0,2,1,61.2,56.0,921,4.37,4.42,2.69
36008,0.31,0,2,1,61.1,54.0,921,4.39,4.42,2.69
36009,0.39,3,2,6,63.6,58.0,921,4.65,4.6,2.94
36010,0.39,2,2,6,63.3,54.0,921,4.67,4.62,2.94
36011,0.39,0,2,6,62.5,55.0,921,4.68,4.63,2.91
36012,0.43,2,1,6,63.4,56.0,921,4.79,4.77,3.03
36013,0.39,1,6,2,61.8,56.0,921,4.71,4.64,2.89
36014,0.39,2,4,5,63.1,58.0,921,4.66,4.63,2.93
36015,0.35,0,1,4,61.5,57.0,921,4.55,4.52,2.79
36016,0.35,1,1,4,62.2,58.0,921,4.5,4.47,2.79
36017,0.39,2,5,4,63.1,58.0,921,4.68,4.61,2.93
36018,0.39,1,6,2,62.5,58.0,921,4.67,4.61,2.9
36019,0.39,1,6,2,62.8,58.0,921,4.66,4.61,2.91
36022,0.35,0,1,5,61.9,54.0,923,4.53,4.58,2.82
36023,0.35,0,3,4,61.1,56.0,923,4.55,4.58,2.79
36024,0.35,0,2,4,61.4,55.0,923,4.54,4.58,2.8
36025,0.45,0,4,6,61.6,56.0,923,4.94,4.96,3.05
36028,0.41,1,3,6,59.1,58.0,923,4.88,4.83,2.87
36029,0.41,1,3,6,62.5,58.0,923,4.78,4.75,2.98
36030,0.41,1,3,6,62.5,57.0,923,4.72,4.69,2.94
36031,0.41,1,3,6,61.7,59.0,923,4.73,4.71,2.91
36032,0.41,1,3,6,60.3,59.0,923,4.79,4.76,2.88
36033,0.41,1,3,6,60.3,60.0,923,4.8,4.76,2.88
